image_name,label,final_state_label,deviated_score,mean_intensity
A - 1(fld 1 wv DAPI - DAPI),266,cluster1,2.6862009591429245e-05,154.16220092773438
A - 1(fld 1 wv DAPI - DAPI),267,cluster1,0.0003619131124853,139.76162719726562
A - 1(fld 1 wv DAPI - DAPI),268,uncertain,0.6628987339992667,120.01951599121094
A - 1(fld 1 wv DAPI - DAPI),269,cluster1,2.5361455734375304e-07,151.55300903320312
A - 1(fld 1 wv DAPI - DAPI),270,cluster1,1.8829024500649528e-05,146.27386474609375
A - 1(fld 1 wv DAPI - DAPI),271,cluster1,9.188947883436268e-06,146.77882385253906
A - 1(fld 1 wv DAPI - DAPI),272,cluster1,0.000167429980688,156.49635314941406
A - 1(fld 1 wv DAPI - DAPI),273,cluster1,0.0003574522013324,147.08425903320312
A - 1(fld 1 wv DAPI - DAPI),274,cluster1,9.288417613612584e-05,143.19769287109375
A - 1(fld 1 wv DAPI - DAPI),275,cluster2,0.999993744860252,114.46907806396484
A - 1(fld 1 wv DAPI - DAPI),276,cluster2,0.8067372801126148,127.00582122802734
A - 1(fld 1 wv DAPI - DAPI),277,cluster1,0.0024851518323297,149.83963012695312
A - 1(fld 1 wv DAPI - DAPI),278,cluster2,0.9660808047408465,117.62531280517578
A - 1(fld 1 wv DAPI - DAPI),279,cluster1,2.3961432813693268e-05,152.1164093017578
A - 1(fld 1 wv DAPI - DAPI),280,cluster2,0.997546699818957,114.86278533935548
A - 1(fld 1 wv DAPI - DAPI),281,cluster1,0.0002017607817293,152.4383544921875
A - 1(fld 1 wv DAPI - DAPI),282,cluster2,0.9905473725748776,118.87154388427734
A - 1(fld 1 wv DAPI - DAPI),283,cluster1,0.0001286006625165,166.76165771484375
A - 1(fld 1 wv DAPI - DAPI),284,cluster2,0.9996305834663272,114.8830108642578
A - 1(fld 1 wv DAPI - DAPI),285,cluster1,5.3027854262598195e-09,148.99822998046875
A - 1(fld 1 wv DAPI - DAPI),286,cluster1,8.837236231671156e-06,144.41188049316406
A - 1(fld 1 wv DAPI - DAPI),287,cluster1,0.0004917461825347,155.28274536132812
A - 1(fld 1 wv DAPI - DAPI),288,cluster1,0.067831441628528,139.69166564941406
A - 1(fld 1 wv DAPI - DAPI),289,cluster1,0.0002535005370619,148.9397430419922
A - 1(fld 1 wv DAPI - DAPI),290,cluster1,0.000104949929071,151.8194122314453
A - 1(fld 1 wv DAPI - DAPI),291,cluster1,1.19643245532008e-05,157.9255828857422
A - 1(fld 1 wv DAPI - DAPI),292,cluster1,0.0001465443108987,163.2529754638672
A - 1(fld 1 wv DAPI - DAPI),293,cluster1,4.69811213566392e-05,162.5666046142578
A - 1(fld 1 wv DAPI - DAPI),294,cluster2,0.931540019869631,117.32980346679688
A - 1(fld 1 wv DAPI - DAPI),295,cluster1,5.3974887884905015e-06,164.5906982421875
A - 1(fld 1 wv DAPI - DAPI),297,cluster2,0.9978799155808974,113.23939514160156
A - 1(fld 1 wv DAPI - DAPI),298,cluster2,0.983173042681552,122.53009033203124
A - 1(fld 1 wv DAPI - DAPI),299,cluster1,2.4879879070215875e-06,141.93402099609375
A - 1(fld 1 wv DAPI - DAPI),300,cluster1,0.0010657698290423,150.31558227539062
A - 1(fld 1 wv DAPI - DAPI),301,cluster2,0.962634605449645,118.4627685546875
A - 1(fld 1 wv DAPI - DAPI),302,cluster2,0.9876495399280406,127.36050415039062
A - 1(fld 1 wv DAPI - DAPI),303,cluster2,0.9983167495458556,119.63336944580078
A - 1(fld 1 wv DAPI - DAPI),304,cluster2,0.9994243873055902,118.5287628173828
A - 1(fld 1 wv DAPI - DAPI),305,cluster2,0.9981619042580242,114.2617416381836
A - 1(fld 1 wv DAPI - DAPI),306,cluster1,7.66723493230385e-05,164.93289184570312
A - 1(fld 1 wv DAPI - DAPI),307,cluster1,2.5562762271622054e-07,168.4033203125
A - 1(fld 1 wv DAPI - DAPI),308,uncertain,0.6824566485409751,133.5875701904297
A - 1(fld 1 wv DAPI - DAPI),309,cluster2,0.8993804715770103,114.99185180664062
A - 1(fld 1 wv DAPI - DAPI),310,cluster2,0.9819198073373768,124.56672668457033
A - 1(fld 1 wv DAPI - DAPI),311,cluster1,5.026329081702116e-05,155.368896484375
A - 1(fld 1 wv DAPI - DAPI),312,cluster1,0.0008989161439067,145.5508575439453
A - 1(fld 1 wv DAPI - DAPI),313,cluster1,0.0003123108800481,156.60733032226562
A - 1(fld 1 wv DAPI - DAPI),314,cluster1,8.577719178283835e-06,151.31793212890625
A - 1(fld 1 wv DAPI - DAPI),315,cluster1,0.0001201128663178,165.26124572753906
A - 1(fld 1 wv DAPI - DAPI),316,cluster2,0.9972974578334104,111.59602355957033
A - 1(fld 1 wv DAPI - DAPI),317,cluster1,0.0001529788418133,165.2327117919922
A - 1(fld 1 wv DAPI - DAPI),318,cluster1,4.0679369251912605e-06,131.0802459716797
A - 1(fld 1 wv DAPI - DAPI),319,cluster2,0.999241947072352,132.19020080566406
A - 1(fld 1 wv DAPI - DAPI),320,cluster1,4.810363929382016e-05,164.0572967529297
A - 1(fld 1 wv DAPI - DAPI),321,cluster1,0.0003656787588901,131.4113311767578
A - 1(fld 1 wv DAPI - DAPI),322,cluster2,0.9582149844423778,120.01905059814452
A - 1(fld 1 wv DAPI - DAPI),323,cluster1,6.919094673971932e-07,165.15673828125
A - 1(fld 1 wv DAPI - DAPI),324,cluster1,1.2943946480362461e-07,148.59600830078125
A - 1(fld 1 wv DAPI - DAPI),325,cluster1,0.0001122105565432,132.15916442871094
A - 1(fld 1 wv DAPI - DAPI),326,cluster2,0.97524151140435,117.03105926513672
A - 1(fld 1 wv DAPI - DAPI),327,uncertain,0.6697606463705686,134.58932495117188
A - 1(fld 1 wv DAPI - DAPI),328,cluster1,0.0021204440867788,145.4307098388672
A - 1(fld 1 wv DAPI - DAPI),329,cluster2,0.9899671143753772,129.5479278564453
A - 1(fld 1 wv DAPI - DAPI),330,cluster2,0.9999845946776256,113.70850372314452
A - 1(fld 1 wv DAPI - DAPI),331,cluster2,0.9997611117986452,122.82758331298828
A - 1(fld 1 wv DAPI - DAPI),332,cluster1,0.3382651982641312,126.58716583251952
A - 1(fld 1 wv DAPI - DAPI),333,cluster1,9.135178815275165e-06,170.55801391601562
A - 1(fld 1 wv DAPI - DAPI),334,cluster2,0.8736460703927893,112.87351989746094
A - 1(fld 1 wv DAPI - DAPI),335,cluster1,2.069079805944118e-05,145.02197265625
A - 1(fld 1 wv DAPI - DAPI),336,cluster1,8.811201049509504e-05,148.4296875
A - 1(fld 1 wv DAPI - DAPI),337,cluster2,0.9998807058620884,128.02732849121094
A - 1(fld 1 wv DAPI - DAPI),338,cluster2,0.9998264334204496,115.56473541259766
